이자보상배율(이자비용),매출채권비율,OCF,감가상각비 대 총비용비율,재고자산회전기간,부채비율,target
-16.17056856187291,21.88986963366529,2410.0,5.984191387741598,139.95580948154725,20.778943320443524,0
74720.0,14.152854848130842,1948.0,4.433924534427047,125.65328871340525,11.868006207628849,1
1.7115384615384617,11.836134998487532,5225.0,8.719257782175303,66.22965464258277,16.11138986452584,0
-16.17056856187291,7.448343162628877,2591.0,6.623671046966454,69.19782582726077,11.245633909185312,0
21.375,6.413834522716032,2889.0,3.872048720858292,101.3806792622582,14.072700894656244,0
-11.871345029239766,4.6080546565983465,-2778.0,1.981508392050385,111.414490071881,12.015144802030049,1
64.85142857142857,7.983289240783388,19258.0,8.066111975075778,0.0,24.953624429223744,0
53.63713080168776,13.429747419086391,20445.0,6.772378915614905,9.54443373659846,33.52052614192618,0
-1.9075286415711947,23.57413716771573,2479.0,11.34369489090531,45.82355487707626,103.5857042087938,1
-11.345656192236598,18.178579909760156,-2334.0,11.34369489090531,298.8893324968155,108.06620962262986,1
1.7146562905317768,12.667379631486307,2753.0,1.1351981879373558,227.2057944516719,41.359327265282985,1
-2.6882270823638903,22.61198444137733,-5809.0,5.3140774760498894,166.0533281526992,89.06700105059817,0
1.1205673758865249,25.675627175824573,1530.0,3.633085814337831,50.70658682634731,227.5955320399765,0
-8.19387153800825,18.974141585417552,-971.0,5.785127414423945,225.9608454270965,302.697166268351,0
-0.8031088082901554,14.839350778403446,-550.0,4.100592389492314,14.643019038984589,172.8951446280992,0
1.2923714187090094,15.149879314731049,11791.0,4.809006138566632,79.87925976801958,308.3057328462381,0
1.3892082328944928,15.45198686591168,11048.0,4.4706148951230125,77.41726339675942,282.40569905699056,0
1.9739800835207195,15.0274900670051,17309.0,4.685993372431485,88.22164304434489,186.0428006595628,0
1.654462242562929,12.403746971477918,19282.0,5.497428846177154,97.50020228992192,188.5912080304604,0
1906.571428571429,24.67124200830228,13116.0,0.6622925488506826,0.0,77.5524202767952,0
3316.5714285714284,18.60301006192892,17688.0,0.6622925488506826,0.0,65.56746303533299,0
2100.2,24.799198949159116,15201.0,0.6622925488506826,0.0,61.34456701120472,0
9.237179487179487,6.09815922793022,4098.0,4.575284074431045,118.95789218948516,12.102195633403232,1
-4.57361963190184,17.266354363932358,-7365.0,2.76477874924858,25.735576264218167,30.976936466492607,0
2.3509700176366843,16.92020029156367,6008.0,2.289928851924422,20.74592220828105,36.17002912935592,0
5.119354838709677,15.279001966235,3236.0,2.663221414323901,23.944884642274527,24.883046506212825,0
3.410958904109589,22.197012379893717,-3296.0,2.553930736519739,38.23289348387974,29.892400806993948,0
14.806966618287372,39.02767851341693,50778.0,1.4238654375928783,17.295611808127966,113.29104574589904,0
26.26975806451613,39.02767851341693,-11102.0,1.2825011874611087,22.56233868056001,133.091504952927,0
13.024204156800842,39.02767851341693,50778.0,1.1092986510178262,24.32402585600093,146.75241065722912,0
13.334525939177102,33.60365257936541,50778.0,1.2184768208619745,26.371308153891288,143.0946617146044,0
51.68345323741007,11.398127219890217,6092.0,0.6622925488506826,137.24450168803543,22.47561297126285,0
25.4576802507837,8.61309800278681,4001.0,1.5049987811222003,179.7348484848485,49.47789380137747,0
60.13286713286713,15.166066426570628,12091.0,1.3013848051825858,124.08845079272466,37.61554497895606,0
537.5238095238095,11.123342787699826,46527.0,1.1552605723110472,3.3133121458630974,25.73564135550164,0
-13.78143274853801,12.309071020967592,-1508.0,10.04004244770006,116.4305898401975,130.82819986310744,1
0.7072164948453609,17.985935686488702,12443.0,4.00183843145765,157.29930297647883,132.36665926325475,0
2.7218430034129693,29.785694552247644,9032.0,3.1092427560305733,184.05458468718248,79.87174329728578,0
-6.372781065088757,25.13366696608067,610.0,2.5607083541451754,221.7040870990105,100.4372427983539,1
2.52821997105644,33.622026059216175,-933.0,3.313655419323843,182.04443579557656,102.69821071493494,0
-5.472179289026276,13.937992114188468,3.0,5.817057983449878,271.4145303580696,143.1335411870975,0
0.9634782608695652,12.856128856128857,-1535.0,5.6775894372516085,184.4900737457073,103.94191795465682,0
-2.3178807947019866,4.5134012172284645,1069.0,10.892728540068084,298.8893324968155,20.77818811513791,0
-0.4424695977549111,12.989911615034371,2068.0,7.86567846881745,183.37979459232864,90.02459920264654,1
-5.046401515151516,12.41532956770259,-3637.0,5.964872993272836,230.73650911797543,93.40209774992384,0
1.401343408900084,39.02767851341693,-2516.0,3.980091227749203,125.11065362840968,123.722786017868,0
-2.683333333333333,3.5844471445929527,-98.0,11.34369489090531,117.99406604747162,85.84170712430846,0
-5.061420345489443,4.245089416593374,-1815.0,11.34369489090531,251.74075704225356,192.8902627511592,0
-5.510018214936248,3.3502968617472435,-904.0,11.34369489090531,145.74070204763893,178.5587714116952,0
-3.506311360448808,7.945145842403134,-372.0,11.34369489090531,225.3517901748543,133.4010771263083,0
-1.809294871794872,6.4310679611650485,563.0,11.34369489090531,239.80088846580992,108.30771719786443,1
-2.6455882352941176,27.03774945900457,2744.0,3.372433470794011,79.40089006495069,85.42957777876856,1
6.600638977635783,13.481354403791803,24052.0,11.34369489090531,25.458327204530413,115.62411078440672,1
12.718214244620873,28.17642302665009,50778.0,5.082657653104008,0.2764864584414236,116.92559932337812,0
10.300043001505053,14.297749428330723,50778.0,4.067230812187746,0.2925617184995191,71.33256937331616,0
5.000169348010161,8.676836729390978,34355.0,5.549107085339615,0.9986071730587476,48.6232476820076,1
20.89844200807848,18.373221005009825,50778.0,4.778561194245949,0.4627771474256735,79.05648375329413,0
