회사명,회계년도,거래소코드
에쎈테크,2014,043340
에쎈테크,2016,043340
에이디칩스,2016,054630
에이디테크놀로지,2016,200710
에이루트,2012,096690
에이루트,2016,096690
에이루트,2017,096690
에이루트,2018,096690
에이루트,2019,096690
에이비온,2016,03400
에이비온,2017,03400
에이비온,2019,03400
에이비프로바이오,2015,195990
에이비프로바이오,2016,195990
에이비프로바이오,2017,195990
에이비프로바이오,2018,195990
에이스침대,2011,003800
에이스침대,2018,003800
에이스테크,2011,088800
에이스테크,2012,088800
에이스테크,2014,088800
에이치시티,2019,072990
에이치엔티,2017,176440
에이치엔티,2019,176440
에이텍,2015,045660
에이티세미콘,2013,089530
에이티세미콘,2015,089530
에이티세미콘,2016,089530
에이티세미콘,2017,089530
에이프로젠 H&G,2015,109960
에이프로젠 H&G,2018,109960
에이프로젠 H&G,2019,109960
에코마케팅,2018,230360
에코바이오,2014,038870
에코프로,2013,086520
에프알텍,2014,073540
에프알텍,2018,073540
에프앤리퍼블릭,2011,064090
에프앤리퍼블릭,2012,064090
에프앤리퍼블릭,2014,064090
에프에스티,2011,036810
에프에스티,2015,036810
에프엔씨엔터,2015,173940
엑사이엔씨,2011,054940
엑사이엔씨,2012,054940
엑셈,2014,205100
엔브이에이치코리아,2019,067570
엔시트론,2011,101400
엔시트론,2017,101400
엔시트론,2019,101400
엔에스,2019,217820
엔에스엔,2012,031860
엔에스엔,2013,031860
엔에스엔,2015,031860
엔에스엔,2016,031860
엔에스엔,2019,031860
엔지스테크널러지,2018,208860
엔지켐생명과학 IR,2016,183490
엔케이맥스,2017,182400
엔케이맥스,2019,182400
엔텔스,2012,069410
엘디티,2013,096870
엘아이에스,2011,138690
엘아이에스,2015,138690
엘아이에스,2016,138690
엘앤에프,2013,066970
엘앤에프,2015,066970
엘앤케이바이오,2019,156100
엘엠에스,2012,073110
엘엠에스,2017,073110
엘컴텍,2012,037950
엘컴텍,2013,037950
엘컴텍,2014,037950
엘컴텍,2015,037950
엠벤처투자,2011,019590
엠벤처투자,2017,019590
엠벤처투자,2018,019590
엠에스씨,2016,009780
엠에스씨,2018,009780
엠피대산 IR,2012,065150
엠피대산 IR,2017,065150
엠피대산 IR,2018,065150
엠피대산 IR,2019,065150
연이비앤티,2012,090740
영신금속,2019,007530
영우디에스피,2016,143540
영풍정밀,2015,036560
영화테크,2019,265560
예스티,2018,122640
오디텍,2014,080520
오르비텍,2012,046120
오리엔탈정공,2012,014940
오리엔탈정공,2015,014940
오리엔탈정공,2017,014940
오리엔트정공,2011,065500
오리엔트정공,2016,065500
오리콤,2012,010470
오성첨단소재,2013,052420
오성첨단소재,2014,052420
오성첨단소재,2015,052420
오성첨단소재,2017,052420
오성첨단소재,2018,052420
오스코텍,2016,039200
오스템,2013,031510
오스템임플란트,2014,048260
오스템임플란트,2015,048260
오이솔루션,2017,138080
오이솔루션,2019,138080
오텍,2013,067170
옴니시스템,2013,057540
와이솔,2013,122990
와이솔,2019,122990
와이어블,2014,065530
와이어블,2018,065530
와이엠씨,2018,155650
와이엠티,2017,251370
와이오엠,2012,066430
와이오엠,2014,066430
와이오엠,2016,066430
와이오엠,2017,066430
와이오엠,2018,066430
와이오엠,2019,066430
와이제이엠게임즈,2016,193250
와이지-원,2015,019210
와이지엔터테인먼트,2012,122870
와이지엔터테인먼트,2014,122870
우리기술,2012,032820
우리기술,2016,032820
우리기술,2017,032820
우리기술,2019,032820
우리넷,2014,115440
우리넷,2018,115440
우리로,2015,046970
우리바이오,2013,082850
우리산업홀딩스,2014,072470
우리산업홀딩스,2015,072470
우리엔터프라이즈,2012,037400
우리이앤엘,2016,153490
우림피티에스,2013,101170
우림피티에스,2017,101170
우수AMS,2015,066590
우진비앤지,2014,018620
원익머트리얼즈 IR,2018,104830
원익큐브,2012,014190
원익큐브,2013,014190
원익피앤이,2015,131390
원익홀딩스,2015,030530
원익홀딩스,2016,030530
원익IPS,2016,240810
원익IPS,2018,240810
원익QnC,2011,074600
원익QnC,2017,074600
원풍물산,2012,008290
웨이브일렉트로,2013,095270
웰크론한텍 IR,2011,076080
웹스,2018,196700
웹젠,2014,069080
위니아,2017,071460
위닉스,2014,044340
위메이드,2012,112040
위메이드,2013,112040
위메이드,2015,112040
위메이드,2017,112040
위메이드맥스 IR,2014,101730
위메이드맥스 IR,2016,101730
위즈코프,2019,038620
위지윅스튜디오,2019,299900
위지트,2011,036090
위지트,2014,036090
윈팩,2017,320000
윈하이텍,2015,192390
윈하이텍,2017,192390
윈하이텍,2018,192390
유네코,2019,064510
유니셈,2016,036200
유니슨,2011,018000
유니슨,2014,018000
유니테크노,2017,241690
유니트론텍 IR,2016,142210
유바이오로직스,2018,206650
유바이오로직스,2019,206650
유비케어,2012,032620
유비케어,2016,032620
유비쿼스,2018,264450
유비쿼스홀딩스,2016,078070
유비쿼스홀딩스,2017,078070
유성티엔에스,2014,024800
유성티엔에스,2019,024800
유신,2013,054930
유신,2017,054930
유아이디,2014,069330
유아이디,2017,069330
유아이디,2019,069330
유아이엘,2017,049520
유진기업,2012,023410
유진테크,2012,084370
유테크,2016,178780
유테크,2019,178780
유티아이,2018,179900
유티아이,2019,179900
율호,2011,072770
율호,2018,072770
이글루,2014,067920
이노메트리,2019,302430
이녹스,2017,088390
이라이콤,2011,041520
이베스트투자증권,2019,078020
이브이첨단소재,2018,131400
이수앱지스,2018,086890
이스트소프트,2015,047560
이스트소프트,2016,047560
이스트아시아홀딩스,2012,900110
이스트아시아홀딩스,2013,900110
이스트아시아홀딩스,2014,900110
이스트아시아홀딩스,2015,900110
이스트아시아홀딩스,2019,900110
이엔드디,2016,101360
이엔코퍼레이션,2013,066980
이엔코퍼레이션,2016,066980
이엔코퍼레이션,2019,066980
이엠넷,2013,123570
이엠넷,2016,123570
이엠넷,2018,123570
이엠앤아이,2011,083470
이엠앤아이,2013,083470
이엠앤아이,2017,083470
이엠앤아이,2018,083470
이엠앤아이,2019,083470
이엠코리아,2013,095190
이엠텍,2012,091120
이엠텍,2017,091120
이원컴포텍,2011,088290
이지홀딩스,2012,035810
이지홀딩스,2019,035810
이큐셀,2016,160600
이큐셀,2019,160600
이트론,2013,096040
이트론,2015,096040
이퓨쳐,2011,134060
이화공영,2014,001840
이화전기,2015,024810
인산가,2018,277410
인선이엔티,2011,060150
인선이엔티,2012,060150
인선이엔티,2013,060150
인선이엔티,2017,060150
인지디스플레,2012,037330
인지디스플레,2019,037330
인콘,2012,083640
인콘,2017,083640
인콘,2018,083640
인콘,2019,083640
인크로스,2017,216050
인탑스,2016,049070
인터로조,2012,119610
인터엠,2018,017250
인터엠,2019,017250
인트로메딕,2016,150840
인트로메딕,2018,150840
인트로메딕,2019,150840
인트론바이오,2013,048530
인트론바이오,2018,048530
인화정공,2012,101930
일신바이오,2014,068330
일야,2012,058450
일진파워,2011,094820
잉글우드랩,2017,950140
자비스,2019,254120
자연과환경,2014,043910
자연과환경,2015,043910
자연과환경,2016,043910
장원테크,2019,174880
재영솔루텍,2011,049630
정다운,2015,208140
정원엔시스,2011,045510
정원엔시스,2014,045510
정원엔시스,2016,045510
정원엔시스,2017,045510
정원엔시스,2018,045510
제너셈,2015,217190
제넥신,2012,095700
제넥신,2016,095700
제넥신,2019,095700
제넨바이오,2016,072520
제넨바이오,2017,072520
제넨바이오,2018,072520
제노포커스,2018,187420
제로투세븐,2016,159580
제로투세븐,2018,159580
제룡산업,2016,147830
제룡산업,2017,147830
제룡전기,2011,033100
제이스코홀딩스,2011,023440
제이스코홀딩스,2016,023440
제이스코홀딩스,2018,023440
제이스코홀딩스,2019,023440
제이스텍,2013,090470
제이스텍,2015,090470
제이씨현시스템,2014,033320
제이엔케이히터,2016,126880
제이엠아이,2019,033050
제이엠티,2018,094970
제이웨이,2011,058420
제이웨이,2014,058420
제이웨이,2016,058420
제이웨이,2018,058420
제이웨이,2019,058420
제이티,2019,089790
제일테크노스,2015,038010
젬백스링크,2016,064800
조광ILI,2015,044060
좋은사람들,2018,033340
좋은사람들,2019,033340
줌인터넷,2018,239340
중앙디앤엠,2017,051980
중앙디앤엠,2019,051980
중앙백신,2018,072020
중앙에너비스,2011,000440
중앙에너비스,2018,000440
지나인제약,2018,078650
지노믹트리,2017,228760
지노믹트리,2018,228760
지니뮤직 IR,2013,043610
지니뮤직 IR,2018,043610
지니언스,2018,263860
지어소프트,2011,051160
지어소프트,2012,051160
지에스이,2011,053050
지엔씨에너지,2014,119850
지엔씨에너지,2017,119850
지티지웰니스,2017,219750
지티지웰니스,2018,219750
지티지웰니스,2019,219750
진로발효,2011,018120
진로발효,2012,018120
진로발효,2019,018120
진매트릭스,2013,109820
진매트릭스,2014,109820
진매트릭스,2018,109820
진양제약,2018,007370
차바이오텍 IR,2011,085660
차바이오텍 IR,2013,085660
차바이오텍 IR,2014,085660
참존글로벌,2016,158310
참존글로벌,2018,158310
참존글로벌,2019,158310
초록뱀미디어,2011,047820
초록뱀컴퍼니,2011,052300
초록뱀컴퍼니,2014,052300
초록뱀컴퍼니,2016,052300
초록뱀컴퍼니,2018,052300
칩스앤미디어,2015,094360
카스,2014,016920
캠시스,2016,050110
커머스마이너,2017,223310
커머스마이너,2019,223310
케스피온,2013,079190
케스피온,2018,079190
케어젠,2018,214370
케어젠,2019,214370
케이씨피드,2011,025880
케이아이엔엑스,2012,093320
케이에스피,2016,073010
케이엘넷,2015,039420
케이엠더블유,2019,032500
케이엠제약,2016,225430
케이엠제약,2017,225430
케이엠제약,2018,225430
케이프,2014,064820
케이피엠테크,2013,042040
케이피엠테크,2014,042040
케이피엠테크,2017,042040
케이피티유,2013,054410
코나아이,2013,052400
코나아이,2014,052400
코나아이,2017,052400
코다코,2019,046070
