회사명,거래소코드,회계년도,유동자산_연결,비유동자산_연결,유동부채_연결,비유동부채 _연결,자본금_연결,자본잉여금_연결,기타포괄손익누계액_연결,이익잉여금_연결,매출액_연결,매출원가_연결,매출총이익_연결,판관비_연결,영업손익_연결,금융수익_연결,기타이익_연결,기타손실_연결,법인세비용_연결,당기순이익_연결,총포괄손익_연결,OCF_연결,ICF_연결,FCF_연결,매출채권 및 기타유동채권_연결,현금및현금성자산_연결,유형자산_연결,자산_연결,부채_연결,자본_연결,감가상각비_연결,감가(주석)_연결,총자본증가율_연결,유형자산증가율_연결,비유동자산증가율_연결,유동자산증가율_연결,재고자산증가율_연결,매출액증가율_연결,매출액총이익률_연결,유동자산 대 비유동자산비율_연결,당좌자산구성비율_연결,비유동자산구성비율_연결,자기자본구성비율_연결,타인자본구성비율_연결,비유동비율_연결,비유동장기적합률_연결,유동비율_연결,당좌비율_연결,현금비율_연결,매출채권비율_연결,재고자산 대 순운전자본비율_연결,매출채권 대 매입채무비율_연결,매입채무 대 재고자산비율_연결,부채비율_연결,유동부채비율_연결,단기차입금 대 총차입금비율_연결,비유동부채비율_연결,비유동부채 대 순운전자본비율_연결,순운전자본비율_연결,차입금의존도_연결,차입금비율_연결,이자보상배율(이자비용)_연결,CASH FLOW 대 부채비율_연결,CASH FLOW 대 차입금비율_연결,CASH FLOW 대 매출액비율_연결,총자본회전률_연결,자기자본회전률_연결,매입채무회전률_연결,매입채무회전기간_연결,유동자산회전률_연결,당좌자산회전률_연결,재고자산회전률_연결,재고자산회전기간_연결,매출채권회전률_연결,매출채권회전기간_연결,비유동자산회전률_연결,유형자산회전율_연결,순운전자본회전률_연결,1회전기간_연결,종업원수_연결,재고자산_연결,매입채무 및 기타유동채무_연결,단기차입금_연결,장기차입금_연결,사채_연결,이자비용_연결
(주)DB하이텍,000990,2011/12,279726.0,919318.0,794705.0,96277.0,214616.0,684522.0,2709.0,-512733.0,552216.0,460441.0,91775.0,127164.0,-43150.0,12260.0,0.0,0.0,4940.0,-97947.0,-99242.0,60749.0,-23348.0,-88776.0,82099.0,40025.0,758902.0,1199044.0,890982.0,308062.0,122718.0,122718.0,-13.19,-7.89,-14.1,-10.08,-3.28,-10.94,16.62,30.43,16.9,76.67,25.69,74.31,298.42,227.36,35.2,25.5,5.04,101.16,0.0,336.28,30.08,289.22,257.97,0.0,31.25,0.0,-42.95,59.0,229.64,-0.75,5.87,7.39,9.47,0.43,1.56,20.51,17.79,1.87,2.54,7.04,51.83,6.12,59.6,0.56,0.7,0.72,0.01,,77113.0,61197.0,5398.0,0.0,0.0,57547.0
(주)DB하이텍,000990,2012/12,309144.0,848611.0,555433.0,311428.0,222556.0,691522.0,3264.0,-545396.0,590786.0,494003.0,96783.0,112405.0,-15622.0,16732.0,19599.0,13857.0,-1044.0,-31341.0,-32109.0,73877.0,-49272.0,-22718.0,79066.0,39918.0,685389.0,1157755.0,866862.0,290893.0,110930.46,110930.0,-3.44,-9.69,-7.69,10.52,2.79,6.98,16.38,36.43,19.86,73.3,25.13,74.87,291.73,140.89,55.66,41.39,7.19,86.17,0.0,384.99,22.38,298.0,190.94,68.49,107.06,0.0,-21.27,58.88,234.33,-0.31,7.77,9.87,11.39,0.5,1.97,28.86,12.65,2.01,2.73,7.56,48.31,8.08,45.19,0.67,0.82,0.61,0.01,,79262.0,63776.0,5142.0,214817.0,0.0,50197.0
(주)DB하이텍,000990,2013/12,222961.0,835431.0,476868.0,376767.0,222556.0,128091.0,-1418.0,-63421.0,493752.0,404501.0,89251.0,98862.0,-9611.0,5779.0,10367.0,16084.0,1665.0,-83047.0,-85343.0,28381.0,-14426.0,-18090.0,92404.0,35222.0,636040.0,1058392.0,853635.0,204757.0,87686.0,87686.0,-8.58,-7.2,-1.55,-27.88,-8.69,-16.42,18.08,26.69,14.23,78.93,19.35,80.65,408.01,143.66,46.76,31.58,7.39,81.82,0.0,199.26,41.06,416.9,232.89,58.3,184.01,0.0,-23.99,62.73,324.25,-0.16,5.99,7.7,10.36,0.45,1.99,20.81,17.54,1.86,2.6,6.51,56.05,7.74,47.13,0.59,0.75,0.63,0.01,,72378.0,67568.0,6452.0,276847.0,0.0,59545.0
(주)DB하이텍,000990,2014/12,247582.0,737294.0,376437.0,487737.0,222556.0,128092.0,-4315.0,-145152.0,567718.0,430813.0,136905.0,91345.0,45560.0,3160.0,10907.0,28625.0,-11961.0,-77009.0,-84628.0,48078.0,-43635.0,1206.0,115993.0,40369.0,591787.0,984877.0,864174.0,120703.0,82069.0,82069.0,-6.95,-6.96,-11.75,11.04,-4.42,14.98,24.11,33.58,18.11,74.86,12.26,87.74,610.83,121.18,65.77,47.39,10.72,118.14,0.0,225.55,52.38,715.95,311.87,40.52,404.08,0.0,-13.08,66.85,545.5,0.67,4.42,5.81,6.73,0.56,3.49,17.22,21.2,2.41,3.45,8.02,45.51,8.06,45.31,0.72,0.92,0.86,0.01,,69180.0,91825.0,7547.0,391620.0,0.0,67651.0
(주)DB하이텍,000990,2015/12,337757.0,646886.0,244045.0,486541.0,222556.0,128092.0,-8855.0,-25389.0,666595.0,436916.0,229679.0,104711.0,124969.0,2857.0,86726.0,27216.0,-10909.0,126733.0,115224.0,152722.0,-12209.0,-71767.0,131429.0,108133.0,533140.0,984644.0,730586.0,254057.0,82878.0,82878.0,-0.02,-9.91,-12.26,36.42,20.64,17.42,34.46,52.21,25.83,65.7,25.8,74.2,254.62,87.35,138.4,104.2,44.31,110.29,89.06,207.92,53.05,287.57,96.06,23.96,191.51,519.19,9.52,53.39,206.91,2.5,13.74,19.1,15.06,0.68,3.56,16.56,22.04,2.28,3.08,8.73,41.79,7.67,47.58,0.96,1.19,1.11,0.01,,83460.0,98490.0,5219.0,399749.0,0.0,50040.0
(주)DB하이텍,000990,2016/12,368924.0,617864.0,274231.0,370640.0,222556.0,128092.0,-12093.0,65709.0,773140.0,483130.0,290010.0,117582.0,172428.0,7379.0,15918.0,31533.0,-2850.0,88344.0,87860.0,248312.0,-121032.0,-118530.0,144614.0,115580.0,547701.0,986789.0,644871.0,341917.0,79329.0,79329.0,0.22,2.73,-4.49,9.23,-8.52,15.98,37.51,59.71,29.65,62.61,34.65,65.35,180.71,86.71,134.53,106.69,42.15,144.42,80.62,249.46,57.89,188.6,80.2,33.11,108.4,391.41,9.6,42.8,123.51,4.41,31.09,47.48,25.94,0.78,2.59,17.48,20.88,2.19,2.83,9.68,37.72,7.64,47.75,1.22,1.43,1.26,0.02,,76345.0,105108.0,15254.0,282487.0,0.0,39114.0
(주)DB하이텍,000990,2017/12,353663.0,640288.0,145225.0,392928.0,222556.0,128092.0,-10784.0,178281.0,679738.0,426171.0,253567.0,110372.0,143195.0,23672.0,6577.0,18880.0,-5213.0,110175.0,113881.0,183124.0,-101904.0,-85791.0,118555.0,107495.0,555567.0,993951.0,538153.0,455798.0,70294.0,70294.0,0.73,1.44,3.63,-4.14,-1.74,-12.08,37.3,55.23,28.03,64.42,45.86,54.14,140.48,75.44,243.53,191.87,74.02,114.25,35.99,252.94,45.17,118.07,31.86,11.24,86.21,188.51,20.97,35.77,78.01,6.05,40.08,60.67,31.74,0.69,1.7,17.41,20.96,1.88,2.38,8.98,40.64,6.94,52.61,1.08,1.23,1.19,0.01,,75019.0,72398.0,11286.0,315596.0,0.0,23682.0
(주)DB하이텍,000990,2018/12,383379.0,683155.0,156796.0,351346.0,222556.0,128092.0,-18606.0,286927.0,669279.0,453943.0,215336.0,102343.0,112993.0,6237.0,14264.0,9733.0,9285.0,86829.0,97821.0,180344.0,-117302.0,-50895.0,163236.0,119106.0,597570.0,1066534.0,508142.0,558392.0,67381.0,67381.0,7.3,7.56,6.69,8.4,-42.83,-1.54,32.17,56.12,31.92,64.05,52.36,47.64,122.34,75.09,244.51,217.15,75.96,230.48,18.93,271.06,85.03,91.0,28.08,9.05,62.92,155.06,21.24,28.6,54.62,6.77,35.76,59.59,27.15,0.65,1.32,19.03,19.18,1.82,2.16,11.35,32.15,7.25,50.33,1.01,1.16,1.29,0.02,,42892.0,95139.0,15891.0,277380.0,0.0,16701.0
(주)DB하이텍,000990,2019/12,426263.0,662626.0,219716.0,224524.0,222556.0,128092.0,-21301.0,375644.0,807416.0,513293.0,294124.0,112832.0,181292.0,7931.0,11652.0,20259.0,39328.0,104637.0,100073.0,161078.0,-123955.0,-70941.0,198847.0,84777.0,616574.0,1088890.0,444239.0,644651.0,80265.0,80265.0,2.1,3.18,-3.0,11.19,20.86,20.64,36.43,64.33,34.39,60.85,59.2,40.8,102.79,76.24,194.01,170.41,38.58,196.81,25.1,332.91,59.12,68.91,34.08,25.48,34.83,108.7,18.97,23.21,39.2,13.44,38.43,67.56,21.14,0.75,1.34,24.06,15.17,1.99,2.26,17.05,21.41,8.04,45.4,1.2,1.33,1.36,0.02,,51838.0,92417.0,30550.0,179746.0,0.0,13490.0
(주)HJ중공업,097230,2011/12,2391530.0,4645150.0,2482598.0,2687234.0,241442.0,644385.0,165949.0,814074.0,2891499.0,2664558.0,226941.0,139646.0,107974.0,66649.0,0.0,0.0,15158.0,-96920.0,-89615.0,-401788.0,41457.0,94035.0,917168.0,854074.0,3144355.0,7036680.0,5169832.0,1866848.0,112451.0,112451.0,-6.49,-1.53,-2.58,-13.26,23.47,-8.72,7.85,51.48,28.86,66.01,26.53,73.47,248.82,102.0,96.33,81.81,34.4,78.7,0.0,132.35,59.46,276.93,132.98,32.69,143.94,0.0,-1.29,48.42,182.52,0.55,-0.99,-1.51,-1.77,0.4,1.51,10.41,35.07,1.12,1.29,8.86,41.19,10.97,33.26,0.61,0.91,0.52,0.03,,360584.0,864670.0,410598.0,677057.0,1616385.0,197618.0
(주)HJ중공업,097230,2012/12,2274211.0,4310882.0,2448324.0,2421253.0,241442.0,644385.0,88445.0,740599.0,2549319.0,2358260.0,191059.0,138145.0,52914.0,72044.0,143626.0,27683.0,10172.0,-53214.0,-151359.0,-84391.0,39701.0,-67579.0,1023975.0,731662.0,2901480.0,6585093.0,4869577.0,1715516.0,110692.0,110692.0,-6.42,-7.72,-7.2,-4.91,-37.93,-11.83,7.49,52.76,31.14,65.46,26.05,73.95,251.29,104.21,92.89,83.75,29.88,107.37,0.0,96.91,110.8,283.85,142.72,46.07,141.14,0.0,-2.64,56.24,215.87,0.27,-4.99,-6.56,-9.54,0.37,1.42,11.03,33.1,1.09,1.25,8.72,41.84,9.73,37.52,0.57,0.84,0.53,0.02,,223809.0,695526.0,354648.0,777392.0,1219866.0,193230.0
(주)HJ중공업,097230,2013/12,2788908.0,3894471.0,3284862.0,1759519.0,346442.0,688696.0,49292.0,554300.0,2529341.0,2464368.0,64973.0,134547.0,-69574.0,69547.0,18641.0,67333.0,-66946.0,-190193.0,-226640.0,-321347.0,-52839.0,237949.0,1369375.0,590556.0,2808246.0,6683379.0,5044381.0,1638998.0,105292.0,105292.0,1.49,-3.21,-9.66,22.63,168.88,-0.78,2.57,71.61,32.72,58.27,24.52,75.48,237.61,114.59,84.9,66.58,17.98,37.79,0.0,99.6,37.94,307.77,200.42,65.15,107.35,0.0,-7.42,56.46,230.21,-0.4,-4.02,-5.38,-8.02,0.38,1.51,10.62,34.37,1.0,1.19,6.13,59.57,10.82,33.75,0.62,0.89,0.47,0.02,,601781.0,682496.0,534025.0,793546.0,521461.0,175374.0
(주)HJ중공업,097230,2014/12,2647534.0,3822750.0,2843001.0,2054207.0,511442.0,712436.0,107872.0,243436.0,2520325.0,2537259.0,-16934.0,128054.0,-144988.0,50069.0,91768.0,88096.0,-19858.0,-299811.0,-252924.0,-238336.0,204078.0,-211347.0,1304933.0,350490.0,2703561.0,6470284.0,4897208.0,1573076.0,98046.0,98046.0,-3.19,-3.73,-1.84,-5.07,8.98,-0.36,-0.67,69.26,30.78,59.08,24.31,75.69,243.01,105.39,93.12,70.06,12.33,42.22,0.0,94.56,44.65,311.31,180.73,50.54,130.59,0.0,-3.02,52.96,217.82,-0.88,-5.71,-8.17,-11.1,0.38,1.57,9.67,37.73,0.93,1.21,4.01,91.07,10.0,36.52,0.65,0.91,0.44,0.01,,655829.0,994778.0,489339.0,1444817.0,250000.0,164876.0
(주)HJ중공업,097230,2015/12,2429499.0,3485138.0,3430218.0,1115830.0,511442.0,712436.0,169271.0,-22399.0,3115473.0,3004437.0,111036.0,190406.0,-79370.0,52521.0,68071.0,119182.0,-56316.0,-260925.0,-204487.0,257547.0,-32960.0,-418692.0,1114540.0,163004.0,2735463.0,5914637.0,4546048.0,1368589.0,101407.0,101407.0,-8.59,1.18,-8.83,-8.24,33.26,23.61,3.56,69.71,26.3,58.92,23.14,76.86,254.65,140.28,70.83,45.35,4.75,20.96,0.0,51.9,40.38,332.17,250.64,74.48,81.53,0.0,-16.92,51.58,222.9,-0.5,0.21,0.31,0.31,0.5,2.12,9.65,37.83,1.23,1.76,4.07,89.61,13.54,26.95,0.85,1.15,0.55,0.01,,873978.0,1085610.0,660354.0,628609.0,150000.0,158440.0
(주)HJ중공업,097230,2016/12,2372221.0,2884243.0,2636927.0,1724354.0,530263.0,719730.0,175189.0,-527832.0,2813271.0,2753545.0,59726.0,139045.0,-79319.0,88234.0,51420.0,218594.0,-3884.0,-334446.0,-308968.0,-36763.0,-85380.0,91239.0,1052341.0,138821.0,2404052.0,5256464.0,4361281.0,895183.0,81634.0,81634.0,-11.13,-12.12,-17.24,-2.36,-22.77,-9.7,2.12,82.25,32.29,54.87,17.03,82.97,322.2,110.11,89.96,64.36,5.26,19.99,0.0,46.24,43.23,487.19,294.57,53.65,192.63,0.0,-5.04,59.62,350.07,-0.58,2.53,3.52,3.92,0.5,2.49,8.73,41.82,1.17,1.73,3.63,100.48,17.69,20.63,0.88,1.09,0.52,0.01,,675011.0,853229.0,514563.0,1269833.0,182689.0,135764.0
(주)HJ중공업,097230,2017/12,1894161.0,2312494.0,3329421.0,300036.0,530263.0,719730.0,102687.0,-773344.0,2452314.0,2431066.0,21248.0,137941.0,-116693.0,33402.0,50646.0,66891.0,1645.0,-277978.0,-340410.0,385461.0,198422.0,-572275.0,601183.0,145442.0,1792322.0,4206655.0,3629457.0,577198.0,85674.0,85674.0,-19.97,-25.45,-19.82,-20.15,5.11,-12.83,0.87,81.91,28.16,54.97,13.72,86.28,400.64,263.61,56.89,35.58,4.37,18.41,0.0,46.74,39.39,628.81,576.82,96.67,51.98,0.0,-34.12,58.98,429.87,-1.08,4.8,7.03,7.11,0.52,3.33,8.59,42.51,1.15,1.7,3.54,103.04,18.47,19.76,0.94,1.17,0.48,0.01,,709533.0,813129.0,243789.0,82638.0,0.0,107855.0
(주)HJ중공업,097230,2018/12,1720906.0,1012714.0,2140149.0,1301657.0,530263.0,719730.0,100329.0,-2056599.0,1697869.0,1557089.0,140780.0,79104.0,61676.0,89216.0,19452.0,69640.0,-27652.0,-1283647.0,-1268331.0,420195.0,-2020.0,-318234.0,150193.0,229003.0,638765.0,2733620.0,3441806.0,-708186.0,0.0,0.0,-35.02,-64.36,-56.21,-9.15,-26.83,-30.76,8.29,169.93,43.96,37.05,-25.91,125.91,0.0,170.64,80.41,56.15,10.7,21.12,0.0,55.46,38.09,0.0,0.0,34.67,0.0,0.0,-15.34,61.15,0.0,0.62,11.7,24.1,23.73,0.49,0.0,7.12,51.3,0.94,1.42,2.76,132.07,14.13,25.83,1.02,1.4,0.37,0.01,,519198.0,325567.0,104816.0,1071786.0,20398.0,100013.0
(주)HJ중공업,097230,2019/12,1300538.0,1169684.0,1845223.0,380005.0,416371.0,1061691.0,61978.0,-1293517.0,1628751.0,1451267.0,177484.0,93645.0,83839.0,8274.0,33289.0,18802.0,13114.0,306169.0,267537.0,155934.0,36099.0,-296104.0,192665.0,122434.0,615117.0,2470222.0,2225228.0,244994.0,21286.0,21286.0,-9.64,-3.7,15.5,-24.43,-29.94,-4.07,10.9,111.19,37.92,47.35,9.92,90.08,477.43,187.15,70.48,50.77,6.64,40.53,0.0,88.36,45.88,908.28,753.17,83.86,155.11,0.0,-22.05,45.25,456.22,0.69,12.95,25.77,17.69,0.63,0.0,8.93,40.86,1.08,1.52,3.69,98.93,12.67,28.81,1.49,2.6,0.46,0.01,,363759.0,310624.0,0.0,3927.0,0.0,121331.0
(주)MH에탄올,023150,2011/12,45678.0,88529.0,78267.0,13273.0,4408.0,2340.0,-2496.0,37709.0,44785.0,37259.0,7527.0,7016.0,603.0,1900.0,0.0,0.0,1162.0,-4357.0,-3960.0,179.0,12547.0,-9638.0,9297.0,4086.0,75266.0,134207.0,91540.0,42667.0,3614.59,3615.0,-0.49,2.92,-0.4,-0.67,18.3,-18.64,16.81,51.6,26.78,65.96,31.79,68.21,207.49,158.26,58.36,45.92,5.22,89.96,0.0,81716.41,0.11,214.54,183.43,32.19,31.11,0.0,-24.28,8.89,27.96,0.12,2.62,20.09,5.35,0.33,1.0,148.03,2.47,0.98,1.22,4.99,73.2,4.83,75.61,0.5,0.6,0.36,0.01,,9735.0,3945.0,0.0,8089.0,0.0,5135.0
(주)MH에탄올,023150,2012/12,50010.0,84376.0,81625.0,13082.0,4408.0,2341.0,-5723.0,38100.0,59768.0,49030.0,10738.0,5286.0,5452.0,1025.0,421.0,15.0,749.0,287.0,-2959.0,-4906.0,1115.0,377.0,10586.0,597.0,71842.0,134386.0,94708.0,39678.0,3529.45,3529.0,0.13,-4.55,-4.69,9.48,111.27,33.46,17.97,59.27,21.91,62.79,29.53,70.47,212.65,159.92,61.27,36.07,0.73,49.2,0.0,66557.71,0.07,238.69,205.72,90.04,32.97,0.0,-23.53,56.9,192.7,1.08,-2.5,-3.09,-3.95,0.45,1.45,4611.92,0.08,1.25,1.83,3.94,92.53,6.33,57.64,0.69,0.81,0.47,0.01,,20567.0,4045.0,68372.0,7613.0,0.0,5046.0
(주)MH에탄올,023150,2013/12,43178.0,86520.0,75261.0,8552.0,4408.0,2568.0,-6411.0,45231.0,62200.0,54317.0,7883.0,4873.0,3010.0,327.0,1306.0,76.0,-6319.0,7028.0,6315.0,6114.0,-4784.0,-1818.0,11143.0,109.0,70411.0,129698.0,83812.0,45886.0,3481.71,3482.0,-3.49,-1.99,2.54,-13.66,-39.29,4.07,12.67,49.91,23.66,66.71,35.38,64.62,188.56,158.93,57.37,40.78,0.14,85.63,0.0,287248.6,0.03,182.66,164.02,89.08,18.64,0.0,-24.74,57.67,163.01,0.87,0.72,0.81,0.97,0.47,1.45,6573.65,0.06,1.33,2.07,3.76,96.98,5.98,61.06,0.73,0.87,0.5,0.01,,12486.0,2403.0,64376.0,8167.0,0.0,3449.0
(주)MH에탄올,023150,2014/12,28731.0,56803.0,31619.0,1127.0,4597.0,3493.0,0.0,44699.0,48984.0,37110.0,11874.0,3129.0,8745.0,405.0,569.0,3393.0,-349.0,-203.0,72.0,5159.0,-4570.0,-40343.0,10661.0,8.0,36083.0,85535.0,32746.0,52789.0,827.61,828.0,-34.05,-48.75,-34.35,-33.46,-44.05,-21.25,24.24,50.58,25.42,66.41,61.72,38.28,107.61,105.36,90.87,68.77,0.02,148.57,0.0,0.0,0.0,62.03,59.9,97.51,2.13,0.0,-3.38,34.38,55.71,5.62,17.21,19.17,11.51,0.46,0.99,26321.22,0.01,1.36,1.87,5.03,72.55,4.65,78.51,0.68,0.92,0.55,0.01,,6987.0,2812.0,28450.0,732.0,0.0,1556.0
(주)MH에탄올,023150,2015/12,22501.0,56495.0,20539.0,573.0,4597.0,3493.0,0.0,50689.0,50386.0,36425.0,13961.0,2869.0,11092.0,531.0,274.0,974.0,2249.0,7779.0,7465.0,13384.0,2896.0,-13158.0,11232.0,3160.0,36847.0,78996.0,21112.0,57884.0,1133.78,1134.0,-7.64,2.12,-0.54,-21.69,-48.43,2.86,27.71,39.83,23.92,71.52,73.27,26.73,97.6,96.64,109.55,92.01,15.38,307.53,183.62,0.0,0.0,36.47,35.48,97.4,0.99,29.2,2.48,23.57,32.17,12.69,43.92,49.79,18.4,0.61,0.91,0.0,0.0,1.97,2.48,9.52,38.36,4.7,77.73,0.89,1.38,0.97,0.01,,3603.0,2314.0,18000.0,484.0,0.0,874.0
(주)MH에탄올,023150,2016/12,19709.0,52630.0,7641.0,1117.0,4597.0,3493.0,0.0,56933.0,48897.0,33962.0,14935.0,3060.0,11874.0,321.0,59.0,1383.0,2307.0,8145.0,8063.0,12246.0,1462.0,-15502.0,10109.0,1366.0,37391.0,72340.0,8758.0,63582.0,1168.22,1168.0,-8.43,1.48,-6.84,-12.41,53.72,-2.96,30.54,37.45,19.59,72.75,87.89,12.11,82.78,81.35,257.95,185.46,17.87,179.93,45.89,0.0,0.0,13.77,12.02,93.65,1.76,9.26,16.68,7.58,8.63,29.41,146.33,233.68,26.21,0.65,0.81,0.0,0.0,2.32,2.96,10.7,34.12,4.65,78.55,0.9,1.32,1.39,0.01,,5539.0,2437.0,5000.0,348.0,0.0,404.0
(주)MH에탄올,023150,2017/12,84768.0,415412.0,189894.0,203449.0,4597.0,3493.0,21.0,61312.0,51977.0,37226.0,14752.0,6635.0,8117.0,3104.0,3300.0,2979.0,2304.0,4308.0,4143.0,3337.0,-25460.0,35572.0,13015.0,14815.0,389268.0,500180.0,393343.0,106837.0,2855.26,2855.0,591.43,941.08,689.3,330.09,1.27,6.3,28.38,20.41,15.83,83.05,21.36,78.64,388.83,133.88,44.64,41.69,7.8,194.11,0.0,2379.05,8.16,368.17,177.74,33.04,190.43,0.0,-21.02,50.68,237.29,3.46,1.98,3.07,14.99,0.18,0.61,227.16,1.61,0.99,1.11,9.33,39.14,4.99,73.22,0.22,0.24,0.34,0.01,,5609.0,29289.0,41603.0,169747.0,0.0,2347.0
(주)MH에탄올,023150,2018/12,29576.0,410602.0,141080.0,207512.0,4597.0,3493.0,-5337.0,64157.0,72796.0,53525.0,19271.0,18043.0,1228.0,2436.0,227.0,350.0,2128.0,-12033.0,-11749.0,-11270.0,40276.0,-36918.0,11197.0,6903.0,390589.0,440178.0,348592.0,91585.0,12253.48,12253.0,-12.0,0.34,-1.16,-65.11,16.57,40.05,26.47,7.2,5.23,93.28,20.81,79.19,448.33,137.28,20.96,16.33,4.89,161.06,0.0,1679.28,9.59,380.62,154.04,25.28,226.58,0.0,-25.33,49.8,239.34,0.1,-1.14,-1.81,-5.45,0.15,0.73,134.23,2.72,1.27,1.42,11.99,30.45,6.8,53.69,0.18,0.19,0.33,0.01,,6538.0,9419.0,45739.0,163786.0,0.0,12836.0
(주)MH에탄올,023150,2019/12,32815.0,418660.0,282351.0,89734.0,4597.0,3493.0,-5897.0,61134.0,80879.0,54219.0,26660.0,18831.0,7829.0,422.0,319.0,2807.0,2097.0,-7552.0,-8583.0,11369.0,-3854.0,-5343.0,10364.0,9075.0,402624.0,451474.0,372085.0,79389.0,13564.46,13564.0,2.57,3.08,1.96,10.95,25.01,11.1,32.96,7.84,5.46,92.73,17.58,82.42,527.35,247.55,11.62,8.73,3.21,116.22,0.0,1797.11,6.47,468.69,355.65,78.57,113.03,0.0,-55.27,53.23,302.7,0.73,0.01,0.02,0.06,0.18,0.95,139.98,2.61,2.59,3.39,11.0,33.2,8.08,45.19,0.2,0.2,0.33,0.01,,8173.0,17489.0,46243.0,31220.0,0.0,10746.0
(주)SH에너지화학,002360,2011/12,50355.0,54355.0,34077.0,5392.0,55740.0,6144.0,-46.0,1864.0,173209.0,160790.0,12420.0,8845.0,4166.0,1031.0,0.0,0.0,519.0,1801.0,1564.0,5825.0,-5937.0,-2854.0,29026.0,5237.0,33220.0,104711.0,39468.0,65242.0,2127.66,2128.0,9.51,1.39,-4.09,29.29,83.05,14.99,7.17,92.64,37.48,51.91,62.31,37.69,83.31,76.95,147.77,115.16,15.37,260.68,68.27,3032.99,8.59,60.5,52.23,99.37,8.26,33.12,15.55,27.79,44.61,2.82,8.32,11.28,1.9,1.73,2.73,312.13,1.17,3.88,4.8,20.16,18.11,6.81,53.59,3.12,5.25,2.27,0.01,,11114.0,4873.0,28921.0,182.0,0.0,1478.0
(주)SH에너지화학,002360,2012/12,50509.0,53181.0,29500.0,9309.0,55740.0,6144.0,16.0,1930.0,193950.0,178829.0,15121.0,12938.0,2183.0,768.0,731.0,63.0,584.0,211.0,216.0,-856.0,-1233.0,-1096.0,28165.0,2188.0,32785.0,103690.0,38809.0,64881.0,2267.16,2267.0,-0.97,-1.31,-2.16,0.31,27.86,11.97,7.8,94.98,35.01,51.29,62.57,37.43,81.97,71.68,171.22,123.05,7.42,197.11,67.64,1264.27,15.59,59.82,45.47,86.0,14.35,44.31,20.26,27.55,44.03,1.72,6.4,8.7,1.28,1.86,2.98,122.34,2.98,3.85,5.14,15.32,23.83,6.81,53.62,3.61,5.88,2.36,0.01,,14211.0,4787.0,24067.0,4000.0,0.0,1270.0
(주)SH에너지화학,002360,2013/12,59052.0,51437.0,35131.0,5759.0,55740.0,6144.0,76.0,6806.0,231912.0,213952.0,17960.0,11536.0,6424.0,704.0,594.0,138.0,727.0,4607.0,4718.0,5950.0,-1946.0,-690.0,31491.0,5532.0,32065.0,110489.0,40890.0,69599.0,2225.42,2225.0,6.56,-2.2,-3.28,16.91,-15.95,19.57,7.74,114.8,42.64,46.55,62.99,37.01,73.9,68.26,168.09,134.09,15.75,262.53,49.93,1206.44,21.76,58.75,50.48,98.21,8.27,24.07,21.65,25.33,40.2,5.3,6.23,9.1,1.1,2.17,3.45,96.33,3.79,4.23,5.56,17.73,20.58,7.81,46.72,4.43,7.15,2.66,0.02,,11944.0,6528.0,26982.0,500.0,0.0,1211.0
(주)SH에너지화학,002360,2014/12,60326.0,50416.0,20681.0,5823.0,55740.0,6144.0,-72.0,21178.0,230913.0,197662.0,33251.0,11979.0,21272.0,1011.0,735.0,511.0,4289.0,16733.0,16302.0,24749.0,-2050.0,-20288.0,30844.0,7794.0,31133.0,110741.0,26504.0,84237.0,2253.45,2253.0,0.23,-2.91,-1.99,2.16,16.36,-0.43,14.4,119.66,41.92,45.53,76.07,23.93,59.85,55.98,291.69,224.49,37.69,221.51,35.06,1384.72,16.0,31.46,24.55,0.0,6.91,14.69,35.8,8.64,11.36,26.68,57.91,160.41,6.65,2.09,3.0,95.77,3.81,3.87,4.94,17.87,20.42,7.43,49.11,4.53,7.31,2.64,0.02,,13898.0,5348.0,9569.0,0.0,0.0,797.0
(주)SH에너지화학,002360,2015/12,68214.0,47307.0,17081.0,6794.0,55740.0,6195.0,50.0,28498.0,216441.0,179135.0,37306.0,14356.0,22950.0,941.0,605.0,6011.0,4971.0,12591.0,12444.0,24631.0,-4985.0,-7799.0,30190.0,19648.0,32661.0,115521.0,23875.0,91646.0,2314.66,2315.0,4.32,4.91,-6.17,13.08,-14.38,-6.27,17.24,144.19,48.75,40.95,79.33,20.67,51.62,48.06,399.36,329.69,115.03,253.19,23.27,2729.66,9.28,26.05,18.64,0.0,7.41,13.29,44.26,5.96,7.51,84.87,103.42,358.77,11.41,1.91,2.46,130.11,2.81,3.37,4.21,16.78,21.75,7.11,51.36,4.43,6.79,2.6,0.01,,11899.0,4574.0,6882.0,0.0,0.0,270.0
