회사명,거래소코드,회계년도,유동자산_연결,비유동자산_연결,유동부채_연결,비유동부채 _연결,자본금_연결,자본잉여금_연결,기타포괄손익누계액_연결,이익잉여금_연결,매출액_연결,매출원가_연결,매출총이익_연결,판관비_연결,영업손익_연결,금융수익_연결,기타이익_연결,기타손실_연결,법인세비용_연결,당기순이익_연결,총포괄손익_연결,OCF_연결,ICF_연결,FCF_연결,매출채권 및 기타유동채권_연결,현금및현금성자산_연결,유형자산_연결,자산_연결,부채_연결,자본_연결,감가상각비_연결,감가(주석)_연결,총자본증가율_연결,유형자산증가율_연결,비유동자산증가율_연결,유동자산증가율_연결,재고자산증가율_연결,매출액증가율_연결,매출액총이익률_연결,유동자산 대 비유동자산비율_연결,당좌자산구성비율_연결,비유동자산구성비율_연결,자기자본구성비율_연결,타인자본구성비율_연결,비유동비율_연결,비유동장기적합률_연결,유동비율_연결,당좌비율_연결,현금비율_연결,매출채권비율_연결,재고자산 대 순운전자본비율_연결,매출채권 대 매입채무비율_연결,매입채무 대 재고자산비율_연결,부채비율_연결,유동부채비율_연결,단기차입금 대 총차입금비율_연결,비유동부채비율_연결,비유동부채 대 순운전자본비율_연결,순운전자본비율_연결,차입금의존도_연결,차입금비율_연결,이자보상배율(이자비용)_연결,CASH FLOW 대 부채비율_연결,CASH FLOW 대 차입금비율_연결,CASH FLOW 대 매출액비율_연결,총자본회전률_연결,자기자본회전률_연결,매입채무회전률_연결,매입채무회전기간_연결,유동자산회전률_연결,당좌자산회전률_연결,재고자산회전률_연결,재고자산회전기간_연결,매출채권회전률_연결,매출채권회전기간_연결,비유동자산회전률_연결,유형자산회전율_연결,순운전자본회전률_연결,1회전기간_연결,종업원수_연결,재고자산_연결,매입채무 및 기타유동채무_연결,단기차입금_연결,장기차입금_연결,사채_연결,이자비용_연결
(주)백산,035150,2015/12,99739.0,70873.0,58711.0,8297.0,14000.0,32197.0,-3164.0,61411.0,172073.0,137293.0,34780.0,16964.0,17816.0,3278.0,15822.0,4043.0,7019.0,15435.0,13910.0,4219.0,-2092.0,-732.0,36808.0,12576.0,45624.0,170612.0,67008.0,103604.0,3513.15,3513.0,4.67,-1.79,14.1,-1.14,0.03,1.36,20.21,140.73,44.72,41.54,60.72,39.28,68.41,63.34,169.88,129.95,21.42,153.26,57.14,252.23,60.76,64.68,56.67,90.44,8.01,20.22,24.05,23.73,39.08,14.64,17.63,29.18,6.87,1.03,1.76,13.48,27.07,1.72,2.24,7.34,49.72,5.77,63.25,2.59,3.74,1.07,0.01,,23443.0,16717.0,31816.0,3649.0,0.0,1217.0
(주)백산,035150,2016/12,116347.0,70426.0,51145.0,12572.0,14000.0,32197.0,-3029.0,81559.0,200786.0,155463.0,45323.0,17686.0,27637.0,5035.0,6546.0,5371.0,7666.0,21611.0,21446.0,22011.0,-7001.0,-13778.0,43575.0,13556.0,49303.0,186773.0,63716.0,123057.0,3878.98,3879.0,9.47,8.06,-0.63,16.65,11.27,16.69,22.57,165.2,48.33,37.71,65.89,34.11,57.23,51.93,227.49,176.48,26.51,157.08,40.01,236.83,66.33,51.78,41.56,71.53,10.22,19.28,34.91,15.37,23.33,22.85,20.58,45.68,6.53,1.12,1.77,12.73,28.67,1.86,2.41,8.11,45.02,5.22,69.9,2.84,4.23,1.23,0.01,,26086.0,22461.0,19726.0,8172.0,0.0,1209.0
(주)백산,035150,2017/12,118982.0,72865.0,58428.0,8379.0,14000.0,32229.0,-6062.0,87954.0,211372.0,166861.0,44510.0,20831.0,23679.0,3966.0,2559.0,13284.0,5919.0,8718.0,5189.0,21186.0,-5147.0,-2321.0,39974.0,26751.0,45804.0,191847.0,66806.0,125041.0,3138.36,3138.0,2.72,-7.1,3.46,2.26,-11.78,5.27,21.06,163.29,50.02,37.98,65.18,34.82,58.27,54.61,203.64,164.25,45.79,160.4,38.0,213.96,74.97,53.43,46.73,85.09,6.7,13.84,31.56,15.95,24.47,27.87,32.33,70.6,10.22,1.12,1.7,12.23,29.83,1.8,2.27,8.61,42.39,5.43,67.25,2.95,4.44,1.23,0.01,,23013.0,22031.0,21305.0,4560.0,0.0,850.0
(주)백산,035150,2018/12,177396.0,117337.0,131504.0,25138.0,14000.0,32229.0,-5931.0,99723.0,323119.0,262725.0,60394.0,38867.0,21527.0,4804.0,4888.0,5131.0,6942.0,14947.0,13923.0,-7983.0,-36556.0,33743.0,78497.0,16113.0,75697.0,294733.0,156642.0,138090.0,3883.17,3883.0,53.63,65.26,61.03,49.1,110.11,52.87,18.69,151.19,43.78,39.81,46.85,53.15,84.97,71.88,134.9,98.13,12.25,153.12,105.36,252.43,60.66,113.43,95.23,81.73,18.2,54.78,15.57,33.43,71.35,8.76,4.21,6.7,2.04,1.33,2.46,13.87,26.31,2.18,2.87,9.06,40.31,5.82,62.67,3.4,5.32,1.33,0.01,,48352.0,39057.0,75974.0,18000.0,0.0,2456.0
(주)백산,035150,2019/12,196661.0,133928.0,155928.0,32427.0,14000.0,32229.0,-4754.0,103157.0,468883.0,376665.0,92217.0,60179.0,32038.0,5699.0,9552.0,18537.0,14305.0,6248.0,6420.0,5771.0,-2033.0,-1692.0,99786.0,18308.0,77889.0,330589.0,188355.0,142234.0,7938.59,7939.0,12.17,2.9,14.14,10.86,19.32,45.11,19.67,146.84,42.04,40.51,43.02,56.98,94.16,76.68,126.12,89.12,11.74,163.77,141.63,264.58,61.9,132.43,109.63,78.07,22.8,79.61,12.32,36.81,85.55,8.21,-0.59,-0.91,-0.24,1.5,3.35,14.42,25.32,2.51,3.5,8.84,41.27,5.56,65.59,3.73,6.11,1.42,0.01,,57691.0,49103.0,84886.0,9500.0,0.0,3904.0
(주)벽산,007210,2011/12,185769.0,153520.0,152185.0,24897.0,34280.0,40247.0,-734.0,102892.0,336793.0,273138.0,63656.0,41304.0,22352.0,2097.0,1272.0,679.0,5117.0,16145.0,14871.0,19166.0,-14942.0,-7253.0,107245.0,41413.0,91842.0,339289.0,177082.0,162207.0,7397.05,7397.0,3.62,-3.16,-2.31,9.1,14.41,1.74,18.9,121.01,47.67,45.25,47.81,52.19,94.64,82.05,122.07,106.27,27.21,441.12,71.59,179.23,246.12,109.17,93.82,90.29,15.35,74.13,9.9,24.28,50.78,4.88,10.67,22.94,5.61,1.01,2.08,6.03,60.54,1.89,2.17,14.95,24.42,3.23,113.07,2.17,3.61,1.05,0.01,,24044.0,75283.0,63366.0,8000.0,0.0,4580.0
(주)벽산,007210,2012/12,163507.0,159479.0,112043.0,41078.0,34280.0,41817.0,-575.0,108799.0,318846.0,260368.0,58479.0,43466.0,15013.0,1892.0,1165.0,817.0,2424.0,4873.0,5922.0,16533.0,-13914.0,-5881.0,88385.0,38039.0,87405.0,322986.0,153121.0,169865.0,7260.8,7261.0,-4.8,-4.83,3.88,-11.98,-10.97,-5.33,18.34,102.53,44.0,49.38,52.59,47.41,93.89,75.6,145.93,126.83,33.95,406.54,41.6,187.35,217.0,90.14,65.96,66.01,24.18,79.82,15.93,23.68,45.03,3.41,11.66,23.34,5.6,0.96,1.92,6.04,60.46,1.83,2.1,14.03,26.02,3.3,110.52,2.04,3.56,1.04,0.01,,21407.0,60231.0,42486.0,15000.0,11000.0,4397.0
(주)벽산,007210,2013/12,222881.0,175517.0,132386.0,38704.0,34280.0,41816.0,-873.0,117220.0,399389.0,320479.0,78910.0,58474.0,20437.0,2497.0,1116.0,2028.0,4793.0,10360.0,9223.0,33985.0,-2067.0,-11857.0,106455.0,68557.0,141166.0,398398.0,171091.0,227307.0,6415.4,6415.0,23.35,61.51,10.06,36.31,11.04,25.26,19.76,126.98,49.98,44.06,57.06,42.94,77.22,65.98,168.36,150.4,51.79,441.8,26.27,169.52,260.63,75.27,58.24,71.48,17.03,42.77,22.71,16.79,29.43,5.75,14.76,37.75,6.32,1.11,2.01,7.37,49.54,2.07,2.34,17.68,20.64,4.16,87.76,2.38,3.49,1.27,0.02,,23770.0,81626.0,32745.0,8080.0,11000.0,3555.0
(주)벽산,007210,2014/12,225896.0,174097.0,126146.0,30627.0,34280.0,41868.0,-976.0,131598.0,428397.0,337330.0,91066.0,59505.0,31561.0,3916.0,2178.0,1492.0,7317.0,21359.0,19217.0,25143.0,-4239.0,-12366.0,104177.0,77099.0,142871.0,399993.0,156772.0,243220.0,6477.96,6478.0,0.4,1.21,-0.81,1.35,3.33,7.26,21.26,129.75,50.33,43.53,60.81,39.19,71.58,63.57,179.07,159.6,61.12,413.78,24.62,185.89,222.6,64.46,51.86,82.7,12.59,30.7,24.94,14.45,23.77,11.47,18.86,51.14,6.9,1.07,1.82,7.35,49.68,1.91,2.14,17.73,20.59,4.15,88.04,2.45,3.02,1.21,0.02,,24563.0,74323.0,28734.0,10000.0,0.0,2751.0
(주)벽산,007210,2015/12,256953.0,172552.0,120831.0,41307.0,34280.0,41888.0,-945.0,153735.0,442823.0,341912.0,100911.0,61002.0,39909.0,2817.0,1192.0,779.0,9593.0,30281.0,28311.0,40778.0,-11483.0,-5360.0,104042.0,101041.0,142266.0,429504.0,162138.0,267367.0,6287.0,6287.0,7.38,-0.42,-0.89,13.75,-1.96,3.37,22.79,148.91,54.22,40.17,62.25,37.75,64.54,55.9,212.65,192.73,83.62,431.02,17.69,188.3,228.9,60.64,45.19,66.46,15.45,30.35,31.69,13.19,21.19,18.81,20.33,58.18,7.44,1.07,1.73,8.07,45.25,1.83,2.04,18.21,20.05,4.31,84.66,2.55,3.11,1.21,0.02,,24080.0,76603.0,27654.0,19000.0,0.0,2122.0
(주)벽산,007210,2016/12,263525.0,194874.0,145818.0,32316.0,34280.0,41904.0,-944.0,170191.0,443780.0,346049.0,97731.0,62579.0,35151.0,5072.0,772.0,6764.0,7730.0,24404.0,21815.0,38577.0,-22018.0,-9425.0,110664.0,110817.0,171971.0,458399.0,178134.0,280264.0,5941.86,5942.0,6.73,20.88,12.94,2.56,-5.86,0.22,22.02,135.23,52.54,42.51,61.14,38.86,69.53,62.34,180.72,165.18,76.0,485.2,19.26,152.6,317.97,63.56,52.03,80.44,11.53,27.45,25.68,12.27,20.06,19.67,22.27,70.57,8.94,1.0,1.62,6.98,52.31,1.71,1.87,18.99,19.23,4.15,87.92,2.42,2.82,1.13,0.02,,22670.0,96536.0,37227.0,11000.0,0.0,1787.0
(주)벽산,007210,2017/12,242826.0,208824.0,129868.0,29946.0,34280.0,41927.0,-783.0,179062.0,414697.0,331254.0,83442.0,61807.0,21636.0,2120.0,3395.0,3662.0,5189.0,13357.0,13957.0,16905.0,-16637.0,-9612.0,98081.0,100742.0,186660.0,451650.0,159814.0,291835.0,6079.51,6080.0,-1.47,8.54,7.16,-7.85,29.99,-6.55,20.12,116.28,47.24,46.24,64.62,35.38,71.56,64.9,186.98,164.29,77.57,330.34,26.09,152.46,216.67,54.76,44.5,78.44,10.26,26.51,25.01,10.78,16.69,13.23,17.36,56.96,6.69,0.91,1.45,6.1,59.82,1.64,1.83,15.91,22.94,4.0,91.25,2.05,2.31,1.06,0.02,,29468.0,90198.0,27206.0,10500.0,0.0,1635.0
(주)벽산,007210,2018/12,227496.0,247058.0,121767.0,57086.0,34280.0,41935.0,-505.0,184537.0,432399.0,357256.0,75142.0,65260.0,9883.0,2089.0,8813.0,6796.0,3485.0,8429.0,7051.0,-4945.0,-43884.0,28058.0,98761.0,79969.0,222522.0,474554.0,178854.0,295700.0,7267.1,7267.0,5.07,19.21,18.31,-6.31,6.38,4.27,17.38,92.08,41.33,52.06,62.31,37.69,83.55,70.03,186.83,161.08,65.67,291.46,29.65,169.78,171.67,60.48,41.18,53.43,19.31,53.99,22.28,17.02,27.32,5.73,3.34,7.4,1.38,0.93,1.47,7.35,49.66,1.84,2.11,14.22,25.67,4.58,79.65,1.9,2.11,1.2,0.02,,31349.0,78534.0,41292.0,37625.0,0.0,1725.0
(주)벽산,007210,2019/12,201402.0,261312.0,133991.0,37182.0,34280.0,41940.0,-505.0,179426.0,433534.0,370740.0,62794.0,66605.0,-3811.0,2131.0,3924.0,1886.0,-679.0,-1720.0,-3320.0,14898.0,-26410.0,-2966.0,85877.0,65463.0,235961.0,462714.0,171173.0,291541.0,13200.0,13200.0,-2.49,6.04,5.77,-11.47,-7.48,0.26,14.48,77.07,37.26,56.47,63.01,36.99,89.63,79.49,150.31,128.66,48.86,294.81,43.03,164.8,178.88,58.71,45.96,73.28,12.75,55.16,14.57,17.64,27.99,-1.5,2.91,6.1,1.15,0.93,1.48,8.2,44.5,2.02,2.35,14.37,25.41,4.9,74.46,1.71,1.89,1.27,0.02,,29006.0,73507.0,41732.0,21375.0,0.0,2534.0
(주)보락,002760,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보락,002760,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보락,002760,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보락,002760,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보락,002760,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보락,002760,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보락,002760,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보락,002760,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보락,002760,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보령,003850,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보령,003850,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보령,003850,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보령,003850,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보령,003850,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보령,003850,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보령,003850,2017/12,228539.0,173977.0,116197.0,36666.0,22100.0,2475.0,-2.0,235375.0,422721.0,254904.0,167817.0,166797.0,1020.0,3171.0,78557.0,4223.0,19902.0,56478.0,55851.0,-24264.0,-24543.0,39122.0,143348.0,16377.0,144549.0,402516.0,152862.0,249654.0,16257.24,16257.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,131.36,41.69,43.22,62.02,37.98,69.69,60.76,196.68,144.43,14.09,229.45,54.05,330.37,69.45,61.23,46.54,58.67,14.69,32.64,27.91,16.47,26.55,2.82,-15.87,-36.6,-5.74,1.05,1.69,10.02,36.41,1.85,2.52,6.96,52.43,3.03,120.3,2.43,2.92,1.23,0.01,,60721.0,59200.0,38888.0,27400.0,0.0,361.0
(주)보령,003850,2018/12,224546.0,225472.0,129737.0,64178.0,22100.0,2475.0,-2.0,246822.0,460402.0,271788.0,188614.0,163658.0,24956.0,4237.0,2210.0,1186.0,6263.0,20307.0,18150.0,38914.0,-56397.0,8653.0,130691.0,7618.0,196344.0,450018.0,193915.0,256103.0,16142.12,16142.0,11.8,35.83,29.6,-1.75,24.88,8.91,40.97,99.59,33.05,50.1,56.91,43.09,88.04,70.4,173.08,114.63,5.87,166.83,79.98,249.0,67.0,75.72,50.66,36.95,25.06,67.69,21.07,19.14,33.62,258.48,3.78,8.51,1.59,1.08,1.82,9.9,36.86,2.03,2.91,6.74,54.13,3.46,105.37,2.31,2.7,1.32,0.01,,75830.0,72655.0,29112.0,54291.0,0.0,97.0
(주)보령,003850,2019/12,231851.0,275778.0,139214.0,85461.0,22100.0,2475.0,2.0,273669.0,524269.0,301274.0,222995.0,183931.0,39064.0,91.0,8965.0,2655.0,10248.0,32222.0,29373.0,46999.0,-59124.0,8961.0,132240.0,4523.0,248785.0,507629.0,224675.0,282954.0,17427.97,17428.0,12.8,26.71,22.31,3.25,12.17,13.87,42.53,84.07,28.92,54.33,55.74,44.26,97.46,74.86,166.54,105.44,3.25,151.51,91.82,225.28,67.25,79.4,49.2,26.5,30.2,92.25,18.25,19.46,34.9,628.75,19.12,43.49,8.19,1.09,1.95,9.71,37.6,2.3,3.55,6.52,56.01,4.11,88.9,2.09,2.36,1.45,0.01,,85058.0,83204.0,15792.0,72082.0,0.0,62.0
(주)보루네오가구,004740,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)보루네오가구,004740,2012/12,38282.0,84288.0,59410.0,17593.0,16031.0,65834.0,-1.0,-36254.0,134291.0,106192.0,28099.0,42466.0,-14368.0,205.0,1601.0,9839.0,420.0,-25413.0,-25586.0,-10764.0,282.0,702.0,17988.0,581.0,66448.0,122570.0,77003.0,45567.0,2913.0,2913.0,0.0,0.0,0.0,0.0,0.0,0.0,20.92,45.42,18.35,68.77,37.18,62.82,184.97,133.45,64.44,37.87,0.98,106.11,0.0,78.65,134.91,168.99,130.38,77.7,38.61,0.0,-17.24,29.96,80.59,-5.56,-13.98,-29.31,-8.02,1.1,2.95,6.31,57.89,3.51,5.97,8.51,42.91,8.02,45.53,1.59,2.02,1.37,0.03,,15786.0,30268.0,26154.0,2588.0,5600.0,2583.0
(주)보루네오가구,004740,2013/12,74686.0,18691.0,42761.0,16255.0,11272.0,90875.0,-29.0,-67714.0,94040.0,76561.0,17479.0,36800.0,-19320.0,147.0,12502.0,24320.0,-2994.0,-31720.0,-31487.0,675.0,-525.0,1857.0,13654.0,2595.0,8283.0,93377.0,59016.0,34361.0,3128.16,3128.0,-23.82,-87.53,-77.82,95.09,-30.83,-29.97,18.59,399.59,68.29,20.02,36.8,63.2,54.39,36.93,174.66,149.12,6.07,99.67,34.2,187.85,53.06,171.75,124.44,0.0,47.31,50.91,34.19,0.21,0.58,-5.22,-8.55,-2522.26,-5.36,0.87,2.35,6.94,52.57,1.66,2.18,7.04,51.83,6.81,53.63,1.83,2.52,0.87,0.02,,10919.0,13619.0,200.0,0.0,0.0,3699.0
(주)보루네오가구,004740,2014/12,29940.0,17410.0,10075.0,13591.0,11272.0,90873.0,-40.0,-78377.0,54143.0,42736.0,11407.0,26560.0,-15153.0,455.0,3884.0,1316.0,-3357.0,-10381.0,-10675.0,-12517.0,44812.0,-27691.0,11123.0,7200.0,5582.0,47350.0,23666.0,23684.0,2290.23,2290.0,-49.29,-32.62,-6.85,-59.91,-1.2,-42.43,21.07,171.97,40.45,36.77,50.02,49.98,73.51,46.71,297.18,190.1,71.46,83.98,54.31,189.1,44.41,99.92,42.54,0.0,57.38,68.42,41.95,0.42,0.84,-9.61,-25.02,-2960.47,-10.94,0.77,1.87,10.23,35.68,1.03,1.31,4.99,73.17,5.43,67.22,3.0,7.81,0.69,0.01,,10788.0,8442.0,200.0,0.0,0.0,1577.0
(주)보루네오가구,004740,2015/12,27082.0,16167.0,9120.0,11395.0,19993.0,94839.0,-50.0,-92005.0,43789.0,35175.0,8614.0,22087.0,-13473.0,240.0,4014.0,3093.0,0.0,-13628.0,-13637.0,-2958.0,-9522.0,12058.0,3614.0,6777.0,4847.0,43249.0,20515.0,22734.0,1759.2,1759.0,-8.66,-13.17,-7.14,-9.55,-27.96,-19.12,19.67,167.51,44.65,37.38,52.57,47.43,71.11,47.37,296.95,211.74,74.31,41.29,43.27,162.8,25.36,90.24,40.12,0.0,50.12,63.44,41.53,0.46,0.88,-10.35,-37.72,-3868.9,-17.67,0.97,1.89,12.95,28.18,1.54,2.28,4.72,77.35,7.14,51.13,2.61,8.4,1.15,0.01,,7772.0,7478.0,200.0,0.0,0.0,1302.0
(주)보루네오가구,004740,2016/12,14484.0,15955.0,11755.0,10155.0,19993.0,94795.0,-29.0,-106344.0,32434.0,25187.0,7247.0,22730.0,-15483.0,309.0,3733.0,1917.0,0.0,-14339.0,-14318.0,-10926.0,6456.0,-153.0,3443.0,2166.0,4525.0,30439.0,21910.0,8528.0,1054.26,1054.0,-29.62,-6.64,-1.31,-46.52,4.01,-25.93,22.34,90.78,21.03,52.42,28.02,71.98,187.09,85.4,123.21,54.45,18.43,37.04,296.27,91.15,40.64,256.92,137.84,0.0,119.08,372.2,8.96,0.66,2.35,-16.08,-31.68,-3471.09,-21.4,0.88,2.07,12.34,29.58,1.56,2.52,4.09,89.21,10.46,34.9,2.02,6.92,1.04,0.01,,8083.0,7811.0,200.0,0.0,0.0,963.0
(주)봉신,005350,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)비비안,002070,2012/12,130239.0,94144.0,68363.0,7049.0,6868.0,25465.0,-456.0,118105.0,238469.0,108602.0,129866.0,131272.0,-1406.0,283.0,4461.0,1395.0,1323.0,-1280.0,-2992.0,-7189.0,-10712.0,14655.0,42746.0,6793.0,67596.0,224383.0,75412.0,148971.0,3247.3,3247.0,5.29,31.24,30.47,-7.6,3.54,1.38,54.46,138.34,30.88,41.96,66.39,33.61,63.2,60.34,190.51,101.36,9.94,63.11,98.5,338.43,18.65,50.62,45.89,0.0,4.73,11.39,27.58,19.45,29.29,-0.74,-11.85,-20.48,-3.75,1.09,1.57,20.06,18.2,1.76,3.15,3.98,91.69,6.39,57.13,2.87,4.0,1.22,0.01,,60946.0,23798.0,43633.0,0.0,0.0,1900.0
(주)비비안,002070,2013/12,124907.0,95528.0,80517.0,8695.0,6868.0,25312.0,-318.0,101408.0,241715.0,107558.0,134156.0,141058.0,-6902.0,281.0,4371.0,1596.0,-39.0,-6015.0,-5743.0,-7439.0,2796.0,3704.0,28690.0,5823.0,66537.0,220435.0,89212.0,131223.0,2976.3,2976.0,-1.76,-1.57,1.47,-4.09,17.42,1.36,55.5,130.75,24.2,43.34,59.53,40.47,72.8,68.27,155.13,66.25,7.23,31.48,161.21,170.67,18.44,67.98,61.36,0.0,6.63,19.59,20.14,22.26,37.39,-3.13,-8.2,-14.91,-3.03,1.09,1.73,19.68,18.55,1.89,3.94,3.65,100.05,7.93,46.05,2.55,3.6,1.2,0.01,,71562.0,25387.0,49069.0,0.0,0.0,2207.0
(주)비비안,002070,2014/12,106742.0,87418.0,49531.0,5638.0,6868.0,25862.0,-167.0,109367.0,216711.0,103292.0,113418.0,128655.0,-15237.0,278.0,20177.0,1821.0,1759.0,-177.0,102.0,-11103.0,33742.0,-23607.0,37270.0,5270.0,63875.0,194160.0,55169.0,138991.0,2602.15,2602.0,-11.92,-4.0,-8.49,-14.54,-18.29,-10.34,52.34,122.1,24.86,45.02,71.59,28.41,62.89,60.44,215.5,97.45,10.64,54.99,102.21,431.61,12.74,39.69,35.64,0.0,4.06,9.85,29.47,14.43,20.15,-8.39,-16.8,-33.1,-4.28,1.05,1.6,20.99,17.39,1.87,4.27,3.33,109.51,7.93,46.05,2.37,3.32,1.2,0.01,,58475.0,18744.0,28010.0,0.0,0.0,1815.0
(주)비비안,002070,2015/12,107431.0,70579.0,30953.0,2148.0,6868.0,26368.0,-16.0,115599.0,200322.0,92990.0,107332.0,114925.0,-7593.0,429.0,22813.0,4482.0,3651.0,6660.0,7113.0,-7515.0,26864.0,-20072.0,40358.0,4438.0,48247.0,178009.0,33102.0,144908.0,2473.56,2474.0,-8.32,-24.47,-19.26,0.65,-16.22,-7.56,53.58,152.21,32.83,39.65,81.4,18.6,48.71,47.99,347.07,188.81,14.34,72.44,64.06,399.04,18.15,22.84,21.36,0.0,1.48,2.81,42.96,5.24,6.43,-8.87,-28.12,-99.86,-4.65,1.08,1.41,24.52,14.89,1.87,3.75,3.73,97.9,5.92,61.62,2.54,3.57,1.36,0.01,,48988.0,18890.0,9322.0,0.0,0.0,856.0
(주)비비안,002070,2016/12,89648.0,74792.0,29998.0,4259.0,6868.0,26432.0,381.0,101380.0,207495.0,88997.0,118498.0,120467.0,-1969.0,219.0,1749.0,1861.0,-81.0,-2290.0,-2930.0,-2932.0,5046.0,-222.0,24746.0,6167.0,46180.0,164439.0,34257.0,130182.0,2136.35,2136.0,-7.62,-4.28,5.97,-16.55,8.52,3.58,57.11,119.86,22.19,45.48,79.17,20.83,57.45,55.63,298.85,121.62,20.56,32.95,89.12,202.28,16.29,26.31,23.04,0.0,3.27,7.14,36.27,5.76,7.28,-3.86,-15.25,-55.11,-2.52,1.21,1.51,23.64,15.44,2.11,4.37,4.06,89.85,7.83,46.62,2.85,4.39,1.61,0.01,,53163.0,18960.0,9477.0,0.0,0.0,510.0
(주)비비안,002070,2017/12,82819.0,66336.0,31514.0,4858.0,6868.0,25865.0,-145.0,84854.0,215173.0,89443.0,125730.0,127243.0,-1513.0,212.0,637.0,2261.0,-1842.0,-1666.0,-2477.0,-3915.0,474.0,-72.0,25016.0,2813.0,35803.0,149155.0,36372.0,112784.0,2214.3,2214.0,-9.29,-22.47,-11.31,-7.62,-4.89,3.7,58.43,124.85,21.63,44.47,75.61,24.39,58.82,56.39,262.8,102.35,8.93,36.59,98.56,225.54,16.22,32.25,27.94,0.0,4.31,9.47,34.4,6.62,8.76,-2.59,-9.41,-34.66,-1.59,1.37,1.77,25.52,14.3,2.5,6.26,4.15,87.98,11.95,30.55,3.05,5.25,1.84,0.01,,50564.0,18985.0,9878.0,0.0,0.0,583.0
(주)비비안,002070,2018/12,79220.0,61918.0,32372.0,4155.0,6868.0,25865.0,-275.0,76878.0,211393.0,89324.0,122068.0,126586.0,-4518.0,153.0,2138.0,2253.0,706.0,-5761.0,-6507.0,754.0,1405.0,-1516.0,22191.0,3366.0,34948.0,141138.0,36527.0,104611.0,2085.95,2086.0,-5.38,-2.39,-6.66,-4.35,-1.0,-1.76,57.74,127.94,20.66,43.87,74.12,25.88,59.19,56.93,244.72,90.08,10.4,32.93,106.85,220.72,14.92,34.92,30.95,0.0,3.97,8.87,33.19,6.89,9.3,-7.86,-4.33,-16.25,-0.75,1.46,1.94,26.98,13.53,2.61,6.88,4.2,86.87,12.09,30.2,3.3,5.98,1.87,0.01,,50057.0,19165.0,9725.0,0.0,0.0,575.0
