매출채권회전기간,차입금비율,OCF,target
99.57112219991672,75.61508870959425,73877.0,0
126.75705617394968,138.35863975346385,28381.0,0
133.9836062974928,180.5146030182663,48078.0,0
135.4781088967064,159.40044950542597,152722.0,0
130.3201166670978,87.07990535714808,248312.0,0
141.3142784425764,71.71641823790364,183124.0,0
277.9241024759946,137.0961273459414,-23782.0,0
158.59455007343308,31.93283117960058,13384.0,0
159.30353600425383,8.411185555660406,12246.0,0
162.38451622833176,180.5146030182663,3337.0,0
107.62936323794791,43.25919760792837,-856.0,0
93.89095863948394,39.486199514360834,5950.0,0
98.5318063513098,11.359616320619203,24749.0,0
102.9260167897949,7.509329376077516,24631.0,1
201.82272982914816,17.11534512264689,34444.0,0
219.1771194500401,10.319985691527638,35246.0,1
300.072754304142,0.0,26635.0,0
311.38935796085696,0.0,20129.0,0
314.6012006861064,0.0,35018.0,0
314.6012006861064,0.0,-5579.0,0
191.4809138576779,4.757580102926884,57311.0,0
194.74478992215015,5.467397670924391,94174.0,0
186.92161687736527,2.03386180801318,95279.0,0
175.75141978252014,0.470034637917043,120263.0,0
191.7079599401704,0.4500641129066499,143866.0,0
192.06382712087373,0.4291469782326385,104209.0,0
69.12124727063159,132.5259733751748,250636.0,1
111.41179486054293,83.2357665299404,-4610.0,0
103.97879133363816,105.00636732154489,-23782.0,1
47.68412250516173,0.0,424407.0,0
47.68412250516173,0.0,574982.0,0
242.1193101043427,0.0,-7389.0,0
68.22872901165722,28.12427217788892,18563.0,0
104.46567149545312,37.42967565187613,15996.0,0
101.89864622773976,37.629389080576416,15815.0,0
119.96464536278062,10.22398204739434,150571.0,0
111.84960247666648,8.691084149889422,69234.0,0
111.64960917136338,10.36379889077473,20818.0,1
94.89730862265866,63.96076068464196,17789.0,0
88.31845675278664,55.21613226090796,51154.0,0
94.3349663866568,28.537570888833645,23819.0,0
88.61783752949991,55.32111627822787,39921.0,0
86.56644014359709,47.16265373034656,67981.0,1
197.8752067452429,20.370998516005937,25805.0,0
190.50527206605523,33.48553337638366,20802.0,0
173.2213352351155,38.311619866767856,1047.0,0
163.5607058203845,35.99089987338516,18369.0,0
165.33211229499477,38.74903666873835,5445.0,0
168.45632908168835,34.47595454479988,19014.0,0
158.36585136968188,44.28022606045212,3436.0,0
169.4752360992083,29.73886152788913,3129.0,0
162.28358709388996,19.0142208154482,18501.0,0
139.86018255038843,26.444416852909526,6647.0,0
47.68412250516173,30.250208971858456,50218.0,0
47.68412250516173,0.0,52123.0,0
83.83168202181324,180.5146030182663,4976.0,0
94.692183022502,117.72561327099211,3908.0,1
180.3593993935084,89.89139762672743,-3614.0,1
150.23271253957986,33.49376812730266,7352.0,1
191.9988202270046,139.78437959730363,3603.0,0
197.3335709014765,155.74735895706905,34151.0,0
218.05215829332388,105.53693897039672,-22124.0,0
189.6717174527567,32.9880776604888,14172.0,0
293.99958231201293,180.5146030182663,3106.0,0
177.12560877837473,180.5146030182663,-10254.0,0
131.79144276835427,64.7001148555901,12949.0,0
222.642554959583,43.09832699951951,7870.0,0
144.8535518681357,32.93574256420668,8151.0,0
127.25969149053132,28.875154400566032,145729.0,0
127.64892369417656,31.65829275705316,139624.0,0
151.79929713689486,39.8338831076525,128929.0,0
206.02028216122665,149.2980940113805,-3856.0,0
